Neighborhood,Units,YearBuilt,SqFt,Borough,ValuePerSqFt
DOWNTOWN-METROTECH,306,2005,271963,Brooklyn,154.98
DOWNTOWN-FULTON MALL,99,2003,73232,Brooklyn,152.32
BOERUM HILL,50,2007,56769,Brooklyn,117.62
BOERUM HILL,9,1900,8000,Brooklyn,86.87
BOERUM HILL,21,,21046,Brooklyn,97.6
BOERUM HILL,39,1990,42550,Brooklyn,113.07
BOERUM HILL,71,2006,70037,Brooklyn,113.07
BOERUM HILL,11,1922,12998,Brooklyn,90.32
BOERUM HILL,15,2005,19605,Brooklyn,83.6
BOERUM HILL,1,1910,6966,Brooklyn,35.89
BOERUM HILL,22,2002,26677,Brooklyn,113.06
BOERUM HILL,23,2006,29086,Brooklyn,83.61
BROOKLYN HEIGHTS,57,1910,52396,Brooklyn,111.9
BROOKLYN HEIGHTS,56,1910,74131,Brooklyn,123.79
BROOKLYN HEIGHTS,23,1900,25230,Brooklyn,97.78
BROOKLYN HEIGHTS,438,2008,628669,Brooklyn,125.64
BROOKLYN HEIGHTS,24,,43181,Brooklyn,72.98
BROOKLYN HEIGHTS,12,1900,9207,Brooklyn,118.39
BROOKLYN HEIGHTS,11,2001,21259,Brooklyn,113.08
BROOKLYN HEIGHTS,33,1921,32500,Brooklyn,103.17
DOWNTOWN-FULTON MALL,299,1926,324465,Brooklyn,112.53
DOWNTOWN-FULTON MALL,19,,5520,Brooklyn,16.12
BROOKLYN HEIGHTS,8,1925,5239,Brooklyn,134.57
BROOKLYN HEIGHTS,2,1900,3170,Brooklyn,98.74
BOERUM HILL,321,2005,248762,Brooklyn,139.45
BOERUM HILL,56,1916,68330,Brooklyn,102.43
BOERUM HILL,14,1910,19388,Brooklyn,113.06
COBBLE HILL,47,1900,36858,Brooklyn,225
COBBLE HILL,20,1900,9924,Brooklyn,128.58
COBBLE HILL,32,,38705,Brooklyn,108.59
COBBLE HILL,59,2004,84695,Brooklyn,99.25
COBBLE HILL-WEST,3,2009,61991,Brooklyn,70.35
COBBLE HILL-WEST,12,,14291,Brooklyn,80.82
COBBLE HILL-WEST,36,,41786,Brooklyn,86.27
COBBLE HILL-WEST,13,2006,17463,Brooklyn,104.05
COBBLE HILL-WEST,70,1921,71212,Brooklyn,71.21
COBBLE HILL-WEST,70,1917,84000,Brooklyn,76.65
COBBLE HILL-WEST,71,1930,79058,Brooklyn,95.09
COBBLE HILL,34,1922,36973,Brooklyn,74.3
COBBLE HILL,60,1825,52529,Brooklyn,76.36
COBBLE HILL-WEST,10,1986,8888,Brooklyn,84.61
COBBLE HILL-WEST,20,2000,24122,Brooklyn,88.63
CARROLL GARDENS,26,1890,20000,Brooklyn,73.05
COBBLE HILL-WEST,13,2005,15394,Brooklyn,95.1
COBBLE HILL-WEST,14,,9393,Brooklyn,65.69
CARROLL GARDENS,40,2004,56542,Brooklyn,97.7
CARROLL GARDENS,15,1900,13201,Brooklyn,65.68
BOERUM HILL,20,2004,32490,Brooklyn,88.43
BOERUM HILL,42,1915,49690,Brooklyn,78.16
BOERUM HILL,13,,20037,Brooklyn,91.58
BOERUM HILL,48,1910,63000,Brooklyn,90
CARROLL GARDENS,6,2000,6652,Brooklyn,68.7
CARROLL GARDENS,36,2007,25047,Brooklyn,110.67
GOWANUS,9,,5763,Brooklyn,93.18
CARROLL GARDENS,26,2000,33198,Brooklyn,90.73
CARROLL GARDENS,2,1900,1954,Brooklyn,117.2
GOWANUS,55,1938,54818,Brooklyn,72.91
CARROLL GARDENS,12,,10604,Brooklyn,92.8
CARROLL GARDENS,12,,14037,Brooklyn,76.65
CARROLL GARDENS,124,2006,133465,Brooklyn,103.84
CARROLL GARDENS,25,2005,24769,Brooklyn,113.08
SUNSET PARK,23,1930,10247,Brooklyn,67.53
SUNSET PARK,14,1995,10000,Brooklyn,74.3
SUNSET PARK,10,2004,16012,Brooklyn,95.43
SUNSET PARK,12,2007,16316,Brooklyn,72.32
SUNSET PARK,31,2007,23034,Brooklyn,80.14
SUNSET PARK,54,1931,54770,Brooklyn,36.83
SUNSET PARK,9,2008,8171,Brooklyn,101.33
SUNSET PARK,36,,32805,Brooklyn,43.47
SUNSET PARK,25,2006,25600,Brooklyn,48.94
SUNSET PARK,18,2006,10819,Brooklyn,57.86
SUNSET PARK,10,2005,8984,Brooklyn,78.92
BUSH TERMINAL,8,2009,9894,Brooklyn,60.95
SUNSET PARK,13,2004,12334,Brooklyn,92.1
SUNSET PARK,13,2004,13070,Brooklyn,105.82
SUNSET PARK,11,2004,12090,Brooklyn,89.83
SUNSET PARK,38,1904,47862,Brooklyn,96.72
SUNSET PARK,14,2007,18855,Brooklyn,90.59
SUNSET PARK,16,2006,12490,Brooklyn,71.41
WINDSOR TERRACE,35,2006,36872,Brooklyn,80.2
WINDSOR TERRACE,18,2006,17983,Brooklyn,74.79
SUNSET PARK,10,2008,11633,Brooklyn,75.9
SUNSET PARK,8,2006,8400,Brooklyn,86.79
SUNSET PARK,15,2008,24043,Brooklyn,85.01
SUNSET PARK,16,2006,12950,Brooklyn,92.43
SUNSET PARK,16,2006,12930,Brooklyn,90.02
SUNSET PARK,12,2002,10194,Brooklyn,83.19
BOROUGH PARK,16,1930,13180,Brooklyn,68.51
BOROUGH PARK,16,1987,9903,Brooklyn,94.42
PARK SLOPE,16,2004,21829,Brooklyn,88.78
PARK SLOPE,8,,5085,Brooklyn,122.32
PARK SLOPE,24,1986,20750,Brooklyn,73.88
PARK SLOPE,47,1925,68505,Brooklyn,95.1
PARK SLOPE,36,1922,39656,Brooklyn,68.62
PARK SLOPE,10,1920,27213,Brooklyn,69.89
PARK SLOPE,22,,35741,Brooklyn,90.18
PARK SLOPE,36,1990,38430,Brooklyn,82.23
PARK SLOPE,12,,13731,Brooklyn,71.74
PARK SLOPE,38,,49768,Brooklyn,89.64
PARK SLOPE,11,1931,9102,Brooklyn,83.5
PARK SLOPE,14,2001,14976,Brooklyn,86.4
PARK SLOPE,30,1915,20202,Brooklyn,75.68
PARK SLOPE,18,2003,15740,Brooklyn,90.6
PARK SLOPE,8,2004,13361,Brooklyn,111.44
PARK SLOPE,32,2008,40038,Brooklyn,82.62
PARK SLOPE,40,1930,36669,Brooklyn,86.39
PARK SLOPE,11,2008,23222,Brooklyn,104.77
PARK SLOPE,36,,48738,Brooklyn,90.59
PARK SLOPE,46,2004,94982,Brooklyn,74.19
PARK SLOPE,30,2004,30802,Brooklyn,113.08
PARK SLOPE,68,,54122,Brooklyn,102.29
PARK SLOPE,113,2006,115310,Brooklyn,104.71
PARK SLOPE,2,,2050,Brooklyn,152.2
GOWANUS,60,2009,51102,Brooklyn,101.39
PARK SLOPE,16,2004,21599,Brooklyn,96.76
PARK SLOPE,19,1914,15637,Brooklyn,55.57
PARK SLOPE,131,1920,37880,Brooklyn,92.85
PARK SLOPE SOUTH,12,1991,21200,Brooklyn,95.09
PARK SLOPE SOUTH,15,,17208,Brooklyn,78.86
GOWANUS,7,2005,6570,Brooklyn,73.06
PARK SLOPE SOUTH,18,1925,19844,Brooklyn,106.73
PARK SLOPE SOUTH,16,1931,22618,Brooklyn,91.92
PARK SLOPE SOUTH,8,1931,8416,Brooklyn,92.21
PARK SLOPE SOUTH,8,2007,6625,Brooklyn,92.23
PARK SLOPE SOUTH,16,2003,19350,Brooklyn,93.64
PARK SLOPE SOUTH,20,2008,25216,Brooklyn,104.77
PARK SLOPE SOUTH,45,2005,54488,Brooklyn,84.24
PARK SLOPE SOUTH,20,,27584,Brooklyn,95.09
PARK SLOPE,16,1915,11732,Brooklyn,80.72
PARK SLOPE,22,2003,49210,Brooklyn,83.58
PARK SLOPE,15,1900,10911,Brooklyn,97.06
PARK SLOPE,27,2002,23280,Brooklyn,102.53
PARK SLOPE,10,,6516,Brooklyn,84.1
PARK SLOPE,18,1921,13352,Brooklyn,93.69
PARK SLOPE,42,1999,27200,Brooklyn,101.73
PARK SLOPE,34,1920,56518,Brooklyn,65.34
PARK SLOPE,37,1920,58100,Brooklyn,43.46
PARK SLOPE,29,1910,23868,Brooklyn,92.13
PARK SLOPE,1,1931,4500,Brooklyn,138.89
PARK SLOPE,24,2001,13057,Brooklyn,92.36
PARK SLOPE,15,,11800,Brooklyn,99.83
PARK SLOPE SOUTH,11,,7770,Brooklyn,102.06
PARK SLOPE SOUTH,30,2004,34417,Brooklyn,91.61
PARK SLOPE SOUTH,12,2006,13550,Brooklyn,105.98
CROWN HEIGHTS,16,,14269,Brooklyn,67.91
CROWN HEIGHTS,15,2005,19789,Brooklyn,66.96
CROWN HEIGHTS,10,2008,10313,Brooklyn,83.78
CROWN HEIGHTS,18,2006,27168,Brooklyn,72.95
PROSPECT HEIGHTS,168,2002,230680,Brooklyn,36.62
PROSPECT HEIGHTS,39,2005,72356,Brooklyn,84.79
PROSPECT HEIGHTS,21,1930,33120,Brooklyn,68.87
CROWN HEIGHTS,18,2005,17209,Brooklyn,86.47
PROSPECT HEIGHTS,14,,24639,Brooklyn,103.54
PROSPECT HEIGHTS,48,2005,32139,Brooklyn,104.36
PROSPECT HEIGHTS,14,1910,8392,Brooklyn,101.17
CROWN HEIGHTS,11,1931,8620,Brooklyn,96.75
CROWN HEIGHTS,12,1987,22128,Brooklyn,53.37
CROWN HEIGHTS,22,1920,19525,Brooklyn,42.2
CROWN HEIGHTS,16,1930,27429,Brooklyn,47.83
CROWN HEIGHTS,16,1922,40060,Brooklyn,36.99
CROWN HEIGHTS,48,1997,65071,Brooklyn,68.23
FLATBUSH-LEFFERTS GARDEN,16,1916,17680,Brooklyn,46.27
FLATBUSH-NORTH,13,2006,20260,Brooklyn,70.14
FLATBUSH-NORTH,21,2004,41697,Brooklyn,53.96
FLATBUSH-NORTH,50,,67889,Brooklyn,56.64
CROWN HEIGHTS,15,2006,26660,Brooklyn,49.32
CROWN HEIGHTS,13,1906,8136,Brooklyn,64.41
CROWN HEIGHTS,26,1921,35732,Brooklyn,66.41
CROWN HEIGHTS,95,2007,174796,Brooklyn,64.01
FLATBUSH-NORTH,22,1925,30700,Brooklyn,38.34
FLATBUSH-NORTH,30,1993,30360,Brooklyn,51.81
FLATBUSH-NORTH,15,1990,15785,Brooklyn,63.1
FLATBUSH-NORTH,30,1998,50668,Brooklyn,39.4
OCEAN HILL,12,1910,13640,Brooklyn,36.36
OCEAN HILL,8,1910,7560,Brooklyn,34.79
OCEAN HILL,3,1910,4500,Brooklyn,34.89
OCEAN HILL,3,1910,4500,Brooklyn,34.89
OCEAN HILL,6,1910,10140,Brooklyn,34.81
OCEAN HILL,60,1992,53760,Brooklyn,43.79
OCEAN HILL,24,1906,32087,Brooklyn,36
OCEAN HILL,20,1995,25632,Brooklyn,31.37
OCEAN HILL,15,1995,11050,Brooklyn,51.31
OCEAN HILL,12,,15335,Brooklyn,43.82
OCEAN HILL,40,1900,54600,Brooklyn,41.08
BEDFORD STUYVESANT,16,2005,15600,Brooklyn,65.83
BEDFORD STUYVESANT,24,1903,31793,Brooklyn,52.97
BEDFORD STUYVESANT,18,,22659,Brooklyn,49.38
BEDFORD STUYVESANT,6,,10288,Brooklyn,59.58
BEDFORD STUYVESANT,1,2000,14647,Brooklyn,101.8
BEDFORD STUYVESANT,12,2000,14869,Brooklyn,72.5
BEDFORD STUYVESANT,9,2004,8670,Brooklyn,73.24
BEDFORD STUYVESANT,12,2007,18266,Brooklyn,80.59
BEDFORD STUYVESANT,12,2007,19028,Brooklyn,80.62
BEDFORD STUYVESANT,12,2008,19030,Brooklyn,80.61
BEDFORD STUYVESANT,12,2008,18158,Brooklyn,80.57
BEDFORD STUYVESANT,45,,36414,Brooklyn,66.27
BEDFORD STUYVESANT,10,2003,16833,Brooklyn,66.3
BEDFORD STUYVESANT,4,2003,5772,Brooklyn,66.35
BEDFORD STUYVESANT,4,2003,5890,Brooklyn,66.38
BEDFORD STUYVESANT,5,,7463,Brooklyn,66.33
BEDFORD STUYVESANT,5,2003,8270,Brooklyn,66.26
BEDFORD STUYVESANT,12,2003,21442,Brooklyn,87.91
BEDFORD STUYVESANT,24,,33600,Brooklyn,87.92
BEDFORD STUYVESANT,12,2003,20470,Brooklyn,87.93
BEDFORD STUYVESANT,12,2003,10403,Brooklyn,87.96
BEDFORD STUYVESANT,12,2003,12338,Brooklyn,87.94
BEDFORD STUYVESANT,12,2003,12110,Brooklyn,89.68
BEDFORD STUYVESANT,6,2004,12164,Brooklyn,89.77
BEDFORD STUYVESANT,12,2004,7297,Brooklyn,89.76
BEDFORD STUYVESANT,72,,93353,Brooklyn,59.53
BEDFORD STUYVESANT,36,2003,58244,Brooklyn,89.71
BEDFORD STUYVESANT,16,2006,11808,Brooklyn,89.69
BEDFORD STUYVESANT,50,,64803,Brooklyn,70.21
BEDFORD STUYVESANT,18,2004,24200,Brooklyn,79.67
BEDFORD STUYVESANT,18,2004,24200,Brooklyn,79.67
BEDFORD STUYVESANT,18,2004,24200,Brooklyn,79.67
BEDFORD STUYVESANT,18,2004,24200,Brooklyn,79.67
BEDFORD STUYVESANT,18,2004,24200,Brooklyn,79.67
BEDFORD STUYVESANT,32,2006,23344,Brooklyn,105.94
BEDFORD STUYVESANT,13,1910,11030,Brooklyn,48.67
BEDFORD STUYVESANT,10,2002,13115,Brooklyn,82.27
BEDFORD STUYVESANT,20,2004,25423,Brooklyn,77.37
BEDFORD STUYVESANT,10,2004,13007,Brooklyn,80.34
CLINTON HILL,24,1991,60350,Brooklyn,68.38
CLINTON HILL,49,2009,53178,Brooklyn,80.6
CLINTON HILL,10,2007,11935,Brooklyn,81.66
BEDFORD STUYVESANT,18,2005,20620,Brooklyn,88.94
BEDFORD STUYVESANT,7,2006,9965,Brooklyn,89.71
BEDFORD STUYVESANT,12,2002,17958,Brooklyn,89.71
BEDFORD STUYVESANT,4,2003,7968,Brooklyn,89.73
BEDFORD STUYVESANT,12,2002,15531,Brooklyn,89.69
BEDFORD STUYVESANT,5,2006,10746,Brooklyn,89.71
BEDFORD STUYVESANT,6,2002,27054,Brooklyn,89.75
BEDFORD STUYVESANT,12,2004,14095,Brooklyn,89.75
BEDFORD STUYVESANT,14,2005,17536,Brooklyn,89.7
BEDFORD STUYVESANT,10,,13470,Brooklyn,89.76
BEDFORD STUYVESANT,12,2003,17274,Brooklyn,89.73
BEDFORD STUYVESANT,10,2006,19639,Brooklyn,92.98
BEDFORD STUYVESANT,12,2004,20930,Brooklyn,92.79
BEDFORD STUYVESANT,12,2009,18965,Brooklyn,81.73
CLINTON HILL,14,1900,15401,Brooklyn,51.17
BEDFORD STUYVESANT,12,2003,15957,Brooklyn,105.66
BEDFORD STUYVESANT,5,2004,6127,Brooklyn,83.73
BEDFORD STUYVESANT,16,2006,17259,Brooklyn,105.68
BEDFORD STUYVESANT,14,2003,17065,Brooklyn,65.1
BEDFORD STUYVESANT,12,2010,22160,Brooklyn,54.06
BEDFORD STUYVESANT,95,1920,130468,Brooklyn,91.35
BEDFORD STUYVESANT,103,,107974,Brooklyn,106.41
BEDFORD STUYVESANT,4,2004,6056,Brooklyn,78.93
BEDFORD STUYVESANT,8,2007,8327,Brooklyn,122.61
BEDFORD STUYVESANT,67,2003,76541,Brooklyn,78.87
CLINTON HILL,25,,29054,Brooklyn,59.44
BEDFORD STUYVESANT,32,2006,40106,Brooklyn,82.66
BEDFORD STUYVESANT,19,2006,11899,Brooklyn,78.75
FORT GREENE,31,1988,40875,Brooklyn,95.27
FORT GREENE,16,,19724,Brooklyn,68.44
FORT GREENE,23,,31540,Brooklyn,68.48
FORT GREENE,28,,34890,Brooklyn,67.3
CLINTON HILL,48,1930,38056,Brooklyn,71.97
CLINTON HILL,12,1930,9280,Brooklyn,65.95
CLINTON HILL,13,1930,20857,Brooklyn,98.67
BEDFORD STUYVESANT,20,1910,29817,Brooklyn,78.31
CLINTON HILL,48,1957,59400,Brooklyn,49.53
CLINTON HILL,12,1899,10734,Brooklyn,94.19
CLINTON HILL,8,1920,7370,Brooklyn,102.31
CLINTON HILL,16,,18039,Brooklyn,60.59
CLINTON HILL,16,2006,11725,Brooklyn,135.86
BEDFORD STUYVESANT,29,2009,24001,Brooklyn,91.08
BEDFORD STUYVESANT,36,,32500,Brooklyn,94.86
CLINTON HILL,53,1915,63540,Brooklyn,63.2
CLINTON HILL,11,2005,12942,Brooklyn,193.17
CLINTON HILL,11,,7631,Brooklyn,76.4
DOWNTOWN-METROTECH,56,1926,58179,Brooklyn,99.93
DOWNTOWN-METROTECH,251,,332324,Brooklyn,106.81
DOWNTOWN-METROTECH,240,2007,202727,Brooklyn,112.53
FORT GREENE,12,1987,22750,Brooklyn,71.56
FORT GREENE,74,2007,85404,Brooklyn,81.73
FORT GREENE,30,1900,34820,Brooklyn,63.99
FORT GREENE,108,2006,118153,Brooklyn,95.55
FORT GREENE,22,1931,21120,Brooklyn,69.27
FORT GREENE,13,1925,17910,Brooklyn,67.56
FORT GREENE,179,1927,206022,Brooklyn,112.53
FORT GREENE,1,1931,6400,Brooklyn,59.06
FORT GREENE,27,2003,38798,Brooklyn,101.17
WILLIAMSBURG-SOUTH,24,1999,47988,Brooklyn,65.43
WILLIAMSBURG-SOUTH,31,2000,60569,Brooklyn,62.01
WILLIAMSBURG-SOUTH,14,,14820,Brooklyn,90.15
WILLIAMSBURG-SOUTH,14,,14820,Brooklyn,87.92
WILLIAMSBURG-SOUTH,14,2003,20160,Brooklyn,92.96
WILLIAMSBURG-SOUTH,14,2005,17639,Brooklyn,92.98
WILLIAMSBURG-SOUTH,30,2006,33036,Brooklyn,99.16
WILLIAMSBURG-SOUTH,14,1920,23760,Brooklyn,87.96
WILLIAMSBURG-SOUTH,130,,147926,Brooklyn,85.93
WILLIAMSBURG-SOUTH,11,2001,11178,Brooklyn,77.12
WILLIAMSBURG-SOUTH,27,1999,36290,Brooklyn,84.16
WILLIAMSBURG-SOUTH,40,,73295,Brooklyn,79.66
WILLIAMSBURG-SOUTH,12,2003,11981,Brooklyn,89.14
WILLIAMSBURG-SOUTH,12,2004,23520,Brooklyn,83.33
WILLIAMSBURG-SOUTH,16,2007,20661,Brooklyn,89.11
WILLIAMSBURG-SOUTH,75,2003,83525,Brooklyn,114.58
WILLIAMSBURG-SOUTH,140,2003,171432,Brooklyn,128.07
WILLIAMSBURG-SOUTH,135,2003,191889,Brooklyn,105.01
WILLIAMSBURG-SOUTH,28,,59400,Brooklyn,81.01
WILLIAMSBURG-SOUTH,12,2004,10001,Brooklyn,89.59
WILLIAMSBURG-SOUTH,20,,43937,Brooklyn,43.24
WILLIAMSBURG-SOUTH,19,1900,29440,Brooklyn,79.65
WILLIAMSBURG-SOUTH,18,1900,27024,Brooklyn,79.67
WILLIAMSBURG-SOUTH,19,1917,21746,Brooklyn,71.09
WILLIAMSBURG-SOUTH,36,1997,45801,Brooklyn,75.81
WILLIAMSBURG-SOUTH,12,1924,38800,Brooklyn,66.34
WILLIAMSBURG-SOUTH,4,1995,9696,Brooklyn,69.31
WILLIAMSBURG-CENTRAL,66,2001,85046,Brooklyn,91.23
WILLIAMSBURG-CENTRAL,68,,83403,Brooklyn,91.22
WILLIAMSBURG-CENTRAL,48,,67712,Brooklyn,91.22
WILLIAMSBURG-CENTRAL,13,1900,25704,Brooklyn,59.52
WILLIAMSBURG-CENTRAL,14,2004,14884,Brooklyn,73.37
WILLIAMSBURG-CENTRAL,12,1998,13669,Brooklyn,87.94
WILLIAMSBURG-CENTRAL,66,1920,92218,Brooklyn,72.35
WILLIAMSBURG-CENTRAL,12,1999,19680,Brooklyn,83.38
WILLIAMSBURG-CENTRAL,13,1915,25980,Brooklyn,51.46
WILLIAMSBURG-CENTRAL,14,2004,20000,Brooklyn,79.5
WILLIAMSBURG-CENTRAL,12,,16950,Brooklyn,47.67
WILLIAMSBURG-CENTRAL,12,2005,16950,Brooklyn,86.67
WILLIAMSBURG-CENTRAL,12,1999,22844,Brooklyn,76.04
WILLIAMSBURG-CENTRAL,12,,22704,Brooklyn,76.02
WILLIAMSBURG-CENTRAL,19,2000,53792,Brooklyn,62.63
WILLIAMSBURG-CENTRAL,12,2003,26762,Brooklyn,76.04
WILLIAMSBURG-CENTRAL,11,2004,32400,Brooklyn,67.65
WILLIAMSBURG-CENTRAL,21,1990,38358,Brooklyn,62.67
WILLIAMSBURG-CENTRAL,12,1999,25904,Brooklyn,76.2
WILLIAMSBURG-CENTRAL,14,2006,19540,Brooklyn,94.27
WILLIAMSBURG-CENTRAL,14,2006,21528,Brooklyn,94.3
WILLIAMSBURG-CENTRAL,14,2006,21338,Brooklyn,94.29
WILLIAMSBURG-CENTRAL,14,2006,22253,Brooklyn,94.28
WILLIAMSBURG-CENTRAL,13,2007,19400,Brooklyn,94.28
WILLIAMSBURG-CENTRAL,14,2007,29200,Brooklyn,94.28
WILLIAMSBURG-CENTRAL,13,2006,21570,Brooklyn,94.3
WILLIAMSBURG-CENTRAL,14,2001,26819,Brooklyn,68.42
WILLIAMSBURG-EAST,35,,61764,Brooklyn,96.58
WILLIAMSBURG-CENTRAL,16,2003,24787,Brooklyn,76.41
WILLIAMSBURG-CENTRAL,16,,24787,Brooklyn,76.41
WILLIAMSBURG-CENTRAL,12,2002,27648,Brooklyn,82.1
WILLIAMSBURG-CENTRAL,17,2002,17772,Brooklyn,76.41
WILLIAMSBURG-CENTRAL,16,2002,15052,Brooklyn,83.51
WILLIAMSBURG-CENTRAL,17,2002,16059,Brooklyn,83.5
WILLIAMSBURG-CENTRAL,12,2002,28727,Brooklyn,75.4
WILLIAMSBURG-CENTRAL,12,2003,21510,Brooklyn,75.41
WILLIAMSBURG-CENTRAL,14,2004,25452,Brooklyn,79.84
WILLIAMSBURG-CENTRAL,14,2004,26950,Brooklyn,79.81
WILLIAMSBURG-CENTRAL,14,2004,23692,Brooklyn,79.82
WILLIAMSBURG-CENTRAL,14,2004,25452,Brooklyn,77.36
WILLIAMSBURG-EAST,18,2005,32189,Brooklyn,79.5
WILLIAMSBURG-EAST,16,2005,27224,Brooklyn,79.49
WILLIAMSBURG-CENTRAL,113,1998,196286,Brooklyn,68.72
WILLIAMSBURG-EAST,32,2000,39000,Brooklyn,92.79
WILLIAMSBURG-EAST,12,2001,29866,Brooklyn,74.1
WILLIAMSBURG-EAST,18,2006,23938,Brooklyn,87.6
WILLIAMSBURG-EAST,17,2006,22389,Brooklyn,91.07
WILLIAMSBURG-EAST,13,2006,20004,Brooklyn,91.08
WILLIAMSBURG-CENTRAL,33,2004,40200,Brooklyn,68.73
WILLIAMSBURG-CENTRAL,16,2003,24331,Brooklyn,72.75
WILLIAMSBURG-CENTRAL,16,2003,24331,Brooklyn,72.75
WILLIAMSBURG-CENTRAL,16,2003,24635,Brooklyn,72.78
WILLIAMSBURG-CENTRAL,16,2004,16303,Brooklyn,79.49
WILLIAMSBURG-CENTRAL,13,2004,14998,Brooklyn,79.48
WILLIAMSBURG-CENTRAL,27,2006,39038,Brooklyn,76.8
WILLIAMSBURG-CENTRAL,12,2004,20148,Brooklyn,59.01
WILLIAMSBURG-CENTRAL,12,2002,20931,Brooklyn,59.05
WILLIAMSBURG-CENTRAL,12,2002,15840,Brooklyn,59.03
WILLIAMSBURG-CENTRAL,14,2006,19823,Brooklyn,92.82
WILLIAMSBURG-CENTRAL,14,2006,24214,Brooklyn,91.27
WILLIAMSBURG-CENTRAL,19,1931,40294,Brooklyn,60.88
WILLIAMSBURG-CENTRAL,28,2001,38600,Brooklyn,92.8
WILLIAMSBURG-CENTRAL,14,2001,16637,Brooklyn,89.98
WILLIAMSBURG-CENTRAL,14,2001,16637,Brooklyn,89.74
WILLIAMSBURG-CENTRAL,14,2003,16637,Brooklyn,89.74
WILLIAMSBURG-CENTRAL,14,2003,16648,Brooklyn,89.74
WILLIAMSBURG-CENTRAL,14,2002,14000,Brooklyn,89.71
WILLIAMSBURG-CENTRAL,28,2003,45000,Brooklyn,89.71
WILLIAMSBURG-CENTRAL,28,2005,32854,Brooklyn,89.73
WILLIAMSBURG-CENTRAL,20,2005,32291,Brooklyn,89.72
WILLIAMSBURG-CENTRAL,28,2005,32523,Brooklyn,89.72
WILLIAMSBURG-CENTRAL,14,2005,17940,Brooklyn,89.69
WILLIAMSBURG-CENTRAL,28,2005,38717,Brooklyn,89.73
WILLIAMSBURG-EAST,25,2001,43571,Brooklyn,69.82
WILLIAMSBURG-EAST,15,2002,21000,Brooklyn,73.33
WILLIAMSBURG-EAST,26,2000,40232,Brooklyn,74.12
WILLIAMSBURG-EAST,14,2006,14400,Brooklyn,89.72
WILLIAMSBURG-NORTH,42,1919,33400,Brooklyn,63.11
WILLIAMSBURG-NORTH,45,1900,51213,Brooklyn,68.4
WILLIAMSBURG-NORTH,86,2007,85905,Brooklyn,37.51
WILLIAMSBURG-NORTH,28,2006,24885,Brooklyn,94.35
WILLIAMSBURG-NORTH,13,2007,11576,Brooklyn,92.78
WILLIAMSBURG-NORTH,120,2009,129715,Brooklyn,48.47
WILLIAMSBURG-NORTH,20,2008,22096,Brooklyn,96.94
WILLIAMSBURG-NORTH,26,1910,35801,Brooklyn,71.09
WILLIAMSBURG-NORTH,40,2007,40773,Brooklyn,92.81
WILLIAMSBURG-NORTH,11,,11383,Brooklyn,73.53
WILLIAMSBURG-NORTH,36,2004,52477,Brooklyn,84.59
WILLIAMSBURG-NORTH,96,2007,85701,Brooklyn,110.83
WILLIAMSBURG-NORTH,27,2007,30567,Brooklyn,92.81
WILLIAMSBURG-NORTH,40,2009,35169,Brooklyn,86.52
WILLIAMSBURG-NORTH,181,2007,206621,Brooklyn,93.3
WILLIAMSBURG-NORTH,114,2007,112265,Brooklyn,92.76
WILLIAMSBURG-NORTH,34,2007,30712,Brooklyn,83.49
WILLIAMSBURG-NORTH,37,2007,29317,Brooklyn,76.99
WILLIAMSBURG-NORTH,31,1910,47500,Brooklyn,82.02
WILLIAMSBURG-NORTH,35,2007,29315,Brooklyn,86.51
WILLIAMSBURG-NORTH,63,1910,105657,Brooklyn,89.12
WILLIAMSBURG-NORTH,24,2007,30010,Brooklyn,86.5
WILLIAMSBURG-NORTH,12,2008,11679,Brooklyn,84.42
WILLIAMSBURG-NORTH,152,2008,138830,Brooklyn,86.51
WILLIAMSBURG-NORTH,21,1910,30434,Brooklyn,107.48
WILLIAMSBURG-NORTH,24,2002,28440,Brooklyn,77.74
WILLIAMSBURG-NORTH,30,2008,24884,Brooklyn,99.7
WILLIAMSBURG-SOUTH,74,1914,126785,Brooklyn,64.05
WILLIAMSBURG-SOUTH,32,2003,36768,Brooklyn,70.31
WILLIAMSBURG-SOUTH,16,2002,17766,Brooklyn,85.28
WILLIAMSBURG-SOUTH,15,2004,15000,Brooklyn,77.27
WILLIAMSBURG-SOUTH,23,1911,24306,Brooklyn,83.27
WILLIAMSBURG-SOUTH,17,2004,23760,Brooklyn,87.96
WILLIAMSBURG-SOUTH,10,2006,10967,Brooklyn,79.69
WILLIAMSBURG-SOUTH,8,2004,9079,Brooklyn,79.41
WILLIAMSBURG-SOUTH,10,2006,10756,Brooklyn,90.93
WILLIAMSBURG-SOUTH,11,,17235,Brooklyn,85.35
WILLIAMSBURG-SOUTH,9,2005,10113,Brooklyn,90.97
WILLIAMSBURG-SOUTH,1,2009,6996,Brooklyn,26.01
WILLIAMSBURG-SOUTH,10,2004,11756,Brooklyn,73.24
WILLIAMSBURG-SOUTH,14,2005,13881,Brooklyn,86.52
GREENPOINT,15,2005,27666,Brooklyn,73.7
GREENPOINT,16,2001,19238,Brooklyn,86.81
GREENPOINT,30,2007,25240,Brooklyn,102.22
GREENPOINT,15,1910,13686,Brooklyn,70.73
GREENPOINT,14,2007,9084,Brooklyn,95.55
GREENPOINT,12,2004,12806,Brooklyn,92.77
GREENPOINT,24,2005,30886,Brooklyn,81.56
GREENPOINT,26,,23450,Brooklyn,74.46
