Type,Alcohol,Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280_OD315,Proline
B,13.21,1.45,2.14,17.09,86.19,3.05,4.15,0.42,2.86,3.46,2.12,3.01,498.42
B,12.98,2.21,2.25,17.7,85.49,2.74,3.59,1.22,2.97,4.16,1.24,4.29,475.89
B,12.9,1.78,2.15,20.45,97.67,3.89,5.61,0.83,3.56,4.65,1.82,4.19,676.43
B,12.53,1.23,2.85,18.55,93.36,3.7,4.21,1.16,1.98,5.18,1.65,3.02,775.47
B,12.74,1.46,2.36,20.71,95.11,4.12,4.94,1.2,3.3,4.75,1.79,3.05,696.83
B,12.86,1.75,2.65,19.7,88.32,3.76,4.72,0.83,3.23,6.96,1.72,4.38,671.58
B,12.53,1.9,2.88,21.4,96.9,4.09,4.07,0.92,3.63,6.58,1.96,2.82,773.04
B,12.76,1.75,2.96,20.5,89.68,3.52,4.76,0.75,3.23,6.25,1.21,2.91,702.96
B,12.48,1.56,2.42,20.59,93.75,4.5,5.12,0.93,2.7,7.49,1.83,3.22,784.53
B,12.53,1.32,2.85,19.86,89.88,3.65,5.45,0.37,2.27,5.76,1.64,4.31,783.7
B,13.23,1.87,2.37,18.76,96.44,4.38,3.96,0.55,2.96,7.47,1.42,3.68,817.26
B,12.43,1.55,2.22,19.9,91.46,4.42,3.85,0.89,2.18,4.73,1.37,3.13,812.48
B,12.83,2.01,2.71,20.59,94.94,4.45,4.57,0.4,3.28,6.56,1.22,4.48,785
B,13.03,1.8,2.94,20.84,88.25,4.15,4.72,0.88,3.83,6.68,1.93,4.07,702.68
B,12.42,1.58,2.47,19.07,94.12,4.3,5.11,0.39,2.4,6.85,1.99,4.3,770.53
B,12.61,1.58,2.97,20.54,97.81,3.92,3.8,1.14,2.64,6.31,1.27,3.3,843.9
B,12.54,1.74,2.5,18.77,93.97,3.84,4.55,0.37,3.21,5.19,1.88,4.61,788.79
B,12.97,1.31,2.63,20.53,92.74,4.13,4.63,1.15,2.03,6.88,1.85,3.88,790.75
B,13.17,2.04,2.64,19.74,95.82,4.07,5.4,0.67,2.61,5.47,1.55,3.47,818.67
B,12.65,1.43,2.32,19.13,88.08,3.74,4.94,1.2,3.45,4.71,1.04,3.78,841.26
B,12.93,1.89,2.81,20.32,97.86,3.93,4.14,0.98,2.68,5.71,1.59,3.3,784.78
B,13.33,1.53,2.38,19.95,94.13,4.13,5.38,0.45,3.81,6.2,1.25,3.91,737.19
B,13,3.7,2.33,20.75,93.24,3.23,4.56,0.7,3.3,3.92,1.61,3.28,539.66
B,12.8,3.49,2.49,18.64,89.13,2.98,4.82,1.4,3.27,5.28,2.07,4.47,504.26
B,12.94,3.81,2.29,18.19,96.47,3.59,3.94,1.41,4.38,2.61,1.93,4.61,431.09
B,12.69,3.51,3.13,20.68,95.98,2.91,4.46,1.14,3.51,5.3,1.5,3.47,485.67
B,13.2,3.72,3.09,19.85,93.25,3.13,3.29,0.61,3.82,3.1,1.88,4.42,448.29
B,13.04,3.56,2.61,20.21,93.57,2.88,4.43,0.93,4.42,3.89,1.48,3.15,590.54
B,13.28,3.77,2.27,18.14,89.71,3.64,3.74,0.52,4.1,4.57,1.69,2.84,594.66
B,12.63,3.23,2.83,18.43,93.63,3.61,4.26,0.77,3.66,3.6,2.28,4.13,426.39
B,12.33,3.33,2.77,19.72,88.22,3.21,3.64,0.79,3.92,5.06,1.85,4.8,552.76
B,13.14,3.65,2.8,19.07,94.85,3.44,4.1,1.15,3.37,3.32,2.34,3.36,521.9
B,13.22,3.7,2.38,18.89,89.02,3.79,3.52,0.72,4.39,3.74,2.41,4.78,519.28
B,13.25,3.74,3.12,20.56,91.9,3.41,4.27,1.13,4.01,3.03,1.78,3.88,523.28
B,12.5,3.55,2.77,20.55,93.06,3.67,4.89,1.19,2.98,3.12,1.7,3.43,596.14
B,12.8,3.9,2.83,19.24,91.99,3.62,3.15,0.94,4.16,3.81,2.12,3.51,444.66
B,12.93,3.19,3.04,19.49,93.05,3.4,3.48,1.41,2.95,4.63,1.43,3.47,416.56
B,12.95,3.9,2.6,18.31,91.14,3.47,3.77,0.78,3.18,5.06,2.02,4.66,542.56
B,13.21,3.37,2.35,18.01,97.25,3.52,3.04,0.91,4.1,5.27,2.4,4.65,415.11
B,13.18,3.72,2.68,20.66,96.27,3.67,4.44,0.89,2.88,3.58,1.81,3.18,462.49
B,12.51,3.66,2.91,20.15,94.32,3.62,4.09,0.47,3.22,3.86,2.02,3.94,546.2
B,12.51,3.45,2.52,18.24,96.47,3.2,3.34,1.17,3.32,2.33,2.39,4.67,416.58
B,12.76,2.13,2.03,18.15,101.06,2.53,2.36,0.34,2.6,3.93,1.91,4.5,815.49
B,12.42,2.62,2.23,19.45,106.7,3.05,3.87,1.08,2.24,4.56,1.78,3.72,806.44
B,12.92,2.21,2.43,17.53,104.97,3.16,2.97,1,2.84,5.99,1.86,4.7,735.92
B,12.48,2.2,2.06,20.2,99.38,2.58,3.87,0.96,1.6,4.16,1.58,4.47,838.96
B,12.36,2.42,2.14,19.36,100.81,3.19,3.77,0.46,1.45,3.3,1.48,4.05,881.59
B,12.84,2.48,2.03,19.48,104.67,2.46,3.75,1.08,3.3,5.67,1.69,4.16,755.49
B,12.11,3.02,2.43,17.99,105.29,3.22,2.97,0.5,2.27,3.35,1.51,3.58,740.82
B,12.18,2.09,2.47,19.68,97.65,2.56,2.7,0.8,1.42,5.41,2.25,3.1,758.56
B,13.07,2.95,2.5,17.54,105.28,2.82,4.1,0.53,1.42,5.09,2.24,4.54,727.03
B,12.67,2.61,2.35,18.63,103.4,2.26,2.8,0.78,1.54,3.71,1.8,3.29,825.76
B,12.37,3.08,1.72,18.81,105.56,2.68,3.81,0.59,2.52,4.84,1.67,4.63,750.85
B,12.56,2.65,1.97,19.31,106.53,2.44,3.86,0.58,3.14,3.46,1.58,3.72,834.65
B,13.01,2.36,2.1,19.55,105.62,2.72,2.83,1.12,1.83,5.71,1.49,3.54,839.09
B,12.13,2.6,2.67,19.81,100.71,2.3,3.97,0.6,2.89,5.08,2.02,4.73,832.41
B,12.69,2.84,2.46,18.42,98.05,2.9,2.32,1.04,2.79,3.51,1.59,4.95,819.41
B,12.16,2.09,2.38,19.1,99.04,2.66,2.94,1.14,2.52,5.53,1.48,4.37,820.84
B,12.67,2.28,1.93,20.05,99.95,2.96,3.68,0.79,2.14,4.38,1.78,4.28,815.97
B,12.18,2.37,2.46,20.38,100.81,3.14,4.1,0.45,1.94,5.68,1.36,3.37,889
B,12.28,2.13,2.7,20.27,106.31,2.4,2.18,1.11,2.07,4.51,1.86,4.76,740.67
B,12.17,2.3,2.32,18.03,101.01,2.51,3.58,0.3,2.63,4.64,1.37,3.38,774.43
B,13.28,1.98,2.19,20.26,97.96,2.16,1.36,1.1,3.13,3.49,1.1,3.96,734.28
B,13.11,1.39,2.08,19.86,93.74,2.16,1.88,1.1,3.22,3.35,1.48,3.94,647.2
B,13.15,2.14,2.85,21.46,95.75,2.08,2.2,0.88,2.96,4.82,1.99,4.36,563
B,13.3,1.87,2.53,21.49,92.12,1.82,2.84,1.11,2.32,2.63,1.66,4.03,583.88
B,13.54,1.46,2,20.02,96.56,1.81,3.14,0.48,3.11,4.91,1.7,4.64,655.74
B,13.11,1.97,2.67,20.09,88.62,1.81,2.27,0.7,2.78,2.62,1.65,3.75,747.24
B,13.01,1.61,1.95,19.65,88.71,2.35,2.78,0.44,1.44,3.98,1.97,3.73,571.18
B,12.76,1.45,2.06,19.87,90.46,2.45,2.84,0.62,1.64,3.3,1.23,2.78,703.97
B,12.74,1.87,2.4,19.3,91.38,1.75,2.29,0.51,1.48,4.2,1.39,3.11,661.61
B,13.38,1.75,2.15,19.5,94.75,2.43,2.97,0.49,1.37,4.15,1.04,3.64,661.68
B,13.04,1.39,2.07,19.37,88.6,1.9,2.17,1.28,2.66,3.19,1.61,4.15,572.26
B,12.82,1.39,2.52,20.12,91.36,1.67,1.98,0.6,1.73,4.32,1.34,3.18,613.95
B,13.25,1.57,2.17,21.25,88.27,2.4,2.76,0.73,3.13,4.3,1.3,4.59,716.29
B,13.58,1.54,2.17,21.31,90.04,2.27,2.56,0.89,1.67,4.28,1.92,4.7,587.38
B,12.88,1.49,2.25,18.96,90.65,1.74,1.94,0.42,1.75,5.13,1.21,3.43,564.08
B,12.65,2.23,2.06,20.3,93.02,2.28,2.22,0.34,1.52,5.04,1.21,2.82,643.02
B,12.79,1.81,2.42,20.46,90.45,1.77,2.25,1.18,2.66,4.3,1.82,3.68,672.13
B,12.62,2.2,2.89,20.25,89.83,2.45,1.89,0.85,2.72,4.38,1.75,3.54,631.96
B,13,1.42,2.35,20.29,91.2,1.79,1.46,0.47,3.23,4.98,1.89,3.02,624.36
B,13.38,2,1.97,19.53,94.55,1.71,1.39,0.82,1.76,3.6,1.93,3.36,593.27
B,13.08,2.83,2.91,22.36,100.21,3.21,2.17,0.64,3.29,3.67,1.69,5.01,444.31
B,13.19,3.05,2.76,24,105.88,2.72,3.8,1.23,1.33,5.69,1.14,4.74,629.96
B,13.02,2.67,2.47,23.48,100.2,3.48,2.18,1.26,1.56,4.24,1.31,3.76,453.33
B,12.54,3.08,2.48,23.27,103.74,2.99,2.69,0.59,2.66,5.42,1.08,4.23,464.78
B,13.08,2.48,2.98,21.4,100.42,3.31,3.39,0.4,1.68,4.14,1.52,3.48,565.68
B,12.44,3.21,2.48,21.61,100.4,2.99,3.14,1.31,2.04,4.48,1.63,4.65,562.49
B,12.7,2.85,3.02,22.51,99.54,3.16,2.87,0.74,3.04,4.69,0.84,4.9,561.33
B,12.52,2.87,3.26,23.86,99.33,2.9,3.16,1.16,1.83,5.34,0.88,4.62,492.22
B,13.2,2.86,2.88,23.25,103.78,3.11,2.73,0.57,2.6,5.04,1.17,5.12,536.78
B,12.51,2.72,2.96,23.45,99.37,3.08,3.12,0.9,2.04,3.51,1.66,3.58,548.6
B,13.32,2.93,2.51,22.81,99.16,3.26,2.43,0.78,2.19,4.33,1.62,4.49,560.28
B,12.39,2.73,3.3,21.1,100.85,3.08,3.68,0.96,2.76,4.4,1.49,4.96,457.48
B,13.22,2.76,2.48,21.94,101.3,3.18,2.15,0.41,3.1,5.27,0.91,5.3,524.22
B,13.22,2.54,2.48,21.91,105.11,2.7,4.09,0.76,2.32,3.44,0.81,3.92,597.07
B,12.95,2.64,2.62,23.5,99.7,3.17,3.42,0.98,1.7,5.48,0.89,4.8,632.15
B,13.11,2.54,2.51,23.57,103.77,3.5,3.77,1.28,2.41,5.45,1.41,4.85,454.22
B,12.74,2.87,3.12,22.94,102.56,2.67,3.77,0.45,2.21,3.37,0.95,3.62,620.5
B,12.47,2.73,3.11,21.11,99.72,2.77,3.48,1.02,2.01,4.62,1.14,4.67,456.14
B,13.14,3.1,3.27,23.43,103.14,3.25,2.43,0.54,2.59,4.09,1.6,3.57,610.52
B,13.08,3.16,2.95,23.57,107.1,2.94,3.42,1.19,2.61,3.19,1.06,5.06,604.58
B,12.75,1.95,2.24,21.92,94.92,2.6,1.76,1.23,1.76,3.47,1.02,3.19,459.18
B,11.84,1.96,2.06,21.26,88.23,3.47,3.32,1.03,2.82,2.35,1.6,4.34,503.67
B,12.53,1.95,2.45,22.08,88.55,2.73,3.52,1.05,1.79,4.03,1.68,2.83,431.11
B,12.47,2.68,1.97,22.2,89.21,3.05,2.11,1.36,2.87,4.03,0.96,3.38,511.44
B,11.94,2.45,2.6,22.46,90.05,3.22,2.34,1.29,1.61,3.16,1.55,3.97,519.86
B,12.13,1.87,2.85,21.46,86.11,3.12,3.59,0.39,1.8,4.68,1.38,4.21,472.97
B,12.61,1.99,2.21,21.55,91.02,2.58,3.35,1.15,2.15,3.2,1.88,2.81,565.59
B,12.01,2.34,2.22,21.63,88.82,3.4,2.69,0.58,2.89,4.03,1,3.49,476.52
B,12.71,2.59,2.17,20.71,88.99,2.58,3.3,1.16,2.67,2.83,1.04,2.55,591.89
B,12.46,2.29,2.62,19.7,94.01,2.54,1.94,0.91,3.22,2.23,1.31,2.53,539
B,12.07,2.18,2.05,21.86,90.78,2.78,3.54,1.33,1.82,2.27,0.95,4.16,460.41
B,12.58,2.29,2.45,21.57,94.28,2.87,2.96,1.35,2.19,3.41,1.39,4.07,467.95
B,12.12,2.41,2.61,20.06,86.58,3.31,3.15,0.51,3.36,3.58,1.34,2.58,457.1
B,12.62,1.95,2.6,20.33,93.28,3.33,2.82,1.29,2.66,3.08,1.81,2.95,508.72
B,12.44,1.82,2.66,20.3,95.79,3.05,2.3,0.6,3.36,2.21,1.16,2.82,425.42
B,12.71,2.42,2.66,22.31,90.22,2.52,2.35,0.9,1.9,3.07,1.14,3.18,431.12
B,12.49,2.69,2.77,22.29,90.48,3.29,2.91,1.23,2.84,2.61,1.52,2.64,605.08
B,12.3,2.37,2.78,19.5,90,3.29,2.93,1.19,2.24,3.66,1.39,4.27,614.73
B,12.19,2.63,2,21.95,92.63,3.05,3.31,1.21,2.85,4.36,1.02,2.47,590.57
B,12.27,2.43,2.48,21.32,94.1,2.84,1.96,0.59,2.88,4.94,0.99,3.59,552.12
B,13.24,2.38,2.62,23.18,86.83,2.44,3.19,0.66,3.42,3.86,1.15,3.86,841.93
B,13.23,2.53,2.88,20.95,86.8,2.85,1.92,0.77,1.61,4.27,1.49,4.49,804.37
B,13,2.23,2.03,23.21,88.79,3.06,2.7,0.35,2.93,4.74,1.29,4.11,842.94
B,13.22,2.55,2.63,20.81,90.33,2.88,3.64,0.46,1.5,4.38,1.13,4.88,825.57
B,12.7,2.6,2.8,22.09,87.1,2.52,1.93,0.41,1.99,3.58,1.92,4.53,732.97
B,13.04,2.24,2.31,21.72,87.01,3.11,3.44,1.14,2.08,3.2,1.25,4.91,724
B,13.25,2.49,1.99,22.89,94.78,2.47,3.14,1.19,2.4,3.43,1.2,4.75,864.33
B,13.08,1.84,2.4,23.13,93.38,2.78,3.38,1.24,1.56,3.19,1.62,4.98,799.06
B,13.08,2.52,2.36,22.39,86.89,2.41,2.09,1.16,1.55,4.74,1.18,5.44,701.36
B,13.22,1.85,2.98,21.7,94.81,2.86,2.06,0.81,1.86,4.84,1.08,4.67,807.4
B,12.52,1.97,2.87,21.4,87.12,2.77,2.38,0.75,2.65,4.12,1.81,3.79,781.89
B,12.91,1.83,2.58,22.47,91.26,2.66,2.24,1.17,2.78,4.09,1.87,5.41,789.87
B,12.81,1.91,2.64,22.37,93.91,2.43,2.35,0.79,1.9,5.51,1.79,4.66,775.28
B,13.43,1.86,2.47,22.18,87.06,2.63,3.81,1.04,3.45,5.46,1.27,4.86,721.32
B,12.56,1.78,2.3,22.32,94.28,2.28,2.53,1.03,3.19,5.36,1.84,5.49,758.56
B,12.79,2.26,2.17,21.85,89.26,2.4,3.64,1.17,1.57,4.87,1.07,4.66,674.89
B,13.33,2.26,2.42,20.71,87.94,3.05,2.47,0.52,3.13,5.44,1.44,4.52,850.34
B,13.08,2.71,2.67,23.47,88.35,2.56,2.1,0.53,2.39,2.95,1.57,4.22,750.95
B,12.54,2.21,2.65,22.73,87.89,2.53,2.62,1.07,2.33,5.58,1.95,4.44,727.09
B,13.36,2.5,2.43,21.18,93.37,2.23,2.24,0.76,2.54,5.48,1.88,4.35,838.93
B,12.68,2.89,2.65,24.16,99.28,2.17,2.42,1.29,1.75,5.54,1.6,4.08,448.92
B,12.6,3.04,3.25,22.26,90.28,2.37,2.27,1.19,3.37,3.83,0.93,3.78,428.57
B,13.32,2.89,2.45,24.14,91.04,2.24,2.56,1.59,1.65,3.39,1.21,4.36,407.36
B,12.85,3.29,2.29,22.99,98.09,2.19,3.47,1.17,2.86,3.01,0.95,3.72,341.95
B,12.91,2.56,2.95,23.01,93.82,1.74,1.94,0.8,3.24,3.52,1.26,4.11,387.15
B,12.46,3.46,2.27,22.21,97.66,2.38,2.99,1.09,2.19,4.09,1.53,4.24,456.41
B,13.05,3.1,2.29,24.9,92.63,2.56,3.05,1.02,3.11,5.3,0.89,4.13,396.99
B,12.9,2.9,3.19,23.3,94.97,1.85,3.38,1.35,2.14,5.61,1.76,5.08,420.99
B,13.01,2.63,2.42,22.27,97.77,1.97,3.83,1.56,2.67,4.17,1.31,4.04,468.55
B,12.81,2.81,2.52,23.5,96.76,1.74,3.7,1.56,2.81,5.36,1.67,4.89,429.46
B,12.54,2.89,3.2,23.37,99.99,2.31,2.12,1.39,2.31,5.68,1.37,3.82,413.77
B,13.35,3.28,2.27,24.49,98.76,2.32,2.22,1.62,1.88,3.41,1.2,5.12,490.73
B,12.57,3.08,3.26,23.32,94.66,2.38,2.09,1.63,1.8,3.5,1.67,4.73,385.67
B,13.25,2.96,3.26,24.84,91.9,1.85,2.89,1.23,3.04,4.41,1.12,3.79,418.28
B,12.62,2.84,2.34,23.23,90.84,2.15,2.54,1.63,1.97,4.48,1.63,3.5,419.79
B,13,3.04,3.1,22.3,91.64,1.78,2.66,1.12,1.99,4.95,0.96,4.76,469.5
B,13.19,2.6,2.96,22.8,98.34,2.01,2.78,0.94,3.01,4.95,1.35,5.01,448.37
B,12.9,3.17,2.8,24.38,90.04,1.74,2.54,1.63,1.75,3.04,1.05,4.69,366.83
B,12.85,3.04,2.79,24.39,99.23,2.01,1.91,1.5,2.25,4.21,1.31,3.48,416.49
B,13.21,2.56,3.15,24.03,98.15,2.32,2.44,1.63,1.77,4.59,0.99,5.09,500.88
B,12.61,2.27,2.27,19.88,82.49,1.65,3.27,1.34,1.77,6.28,1.7,4.81,518.86
B,13.2,2,3.08,19.38,81.57,2.55,3.53,1.34,3.51,3.98,1.37,3.94,603.8
B,13.1,1.92,2.12,19.54,85.82,2.26,2.56,1.19,2.15,4.2,1.76,4.47,674.78
B,13.06,2.47,2.25,19.19,86.88,2.41,3.93,0.82,1.88,3.85,1.68,3.18,587.6
B,12.95,2.16,2.38,21.39,84.14,2.43,3.02,1.02,2.92,6.3,1.48,4.66,708.39
B,12.42,2.29,2.34,21.16,87.53,1.97,2.64,0.55,2.9,5.39,1.72,4.79,673.39
B,13.01,2.09,3.06,19.63,83.26,2.45,3.69,1.09,1.98,5.96,1.9,5.04,647.7
B,12.33,2.2,2.84,19.05,80.15,2.53,3.27,0.42,2.51,4.79,1.95,4.89,518.86
B,12.81,2.57,2.31,19.46,82.51,2.11,2.18,1.2,3.52,4.74,1.67,4.23,623.63
B,12.63,1.96,2.25,19.34,80.89,2.36,2.78,0.72,3.33,6.31,1.78,3.26,577.08
B,12.41,2.23,2.88,21.78,86.82,2.05,3.16,0.43,2.78,6.19,1.62,3.48,682.36
B,12.7,1.88,2.81,20.75,80.78,2.17,3.52,0.55,1.87,5.95,1.87,4.24,623.93
B,12.36,1.8,2.94,21.21,80.85,1.97,3.43,1,2.24,4.63,1.36,5.05,559.89
B,12.94,2.15,2.19,19.63,86.03,2.41,3.02,0.93,3.11,6.08,1.42,4.12,624.87
B,12.66,1.91,3.07,19.18,84.49,2.5,3.44,0.82,2.73,4.76,1.77,3.95,649.55
B,12.42,2.11,2.85,21.83,88.53,1.96,2.5,0.44,2.62,3.73,1.89,3.2,690.58
B,12.91,2.4,2.28,19.42,81.54,2.35,3.96,1.01,2.37,3.6,1.85,4.09,528.01
B,12.9,2.11,2.79,19.03,83.73,1.92,2.57,0.87,2.04,3.61,1.29,5,527.38
B,12.54,2.03,2.24,20.9,84.59,1.78,2.95,0.71,3.1,3.73,1.88,3.54,651.99
B,12.42,2.6,2.79,20.28,86.18,2.01,3.6,0.61,2.35,3.62,1.62,3.65,705.35
B,13.34,2.21,2.67,22.92,91.21,2.09,3.4,1.22,2.12,4.97,1.04,4.21,529.67
B,12.92,2.46,2.67,23.11,84.49,1.97,2.48,1.4,2.01,5.63,0.93,3.35,488.78
B,12.83,2.39,2.29,25.03,90.47,1.61,2.06,0.56,1.78,4.2,1.63,3.73,589.61
B,13.12,2.08,2.75,23.75,85.05,1.42,3.67,0.91,1.95,5.8,1.06,2.55,628.95
B,13.49,2.24,2.5,22.82,91.44,1.44,2.5,0.79,2.86,4.35,0.94,3.14,491.11
B,12.92,2.53,2.43,24.07,84.67,1.72,2.74,0.98,1.82,6.11,0.94,2.53,540.19
B,12.91,2.69,2.73,24.97,89.12,1.58,3.61,1.36,2.78,4.86,1.63,3.2,620.13
B,12.81,1.96,3.1,23.03,93.24,1.81,3.09,0.72,2.58,5.16,0.96,2.64,643.31
B,13.56,2.24,2.61,23.34,90.29,2.29,1.97,0.99,3.4,5.85,1.76,4.11,557.85
B,13.72,2.34,2.57,23.78,89.09,1.65,2.27,0.79,2.38,5.04,1.63,4.4,497.37
B,13.65,2.71,2.55,24.13,92.25,2.08,2.49,1.42,3.44,3.71,1.46,2.55,610.64
B,13.43,1.92,2.92,25.49,87.87,1.45,3.33,1.22,2.42,5.2,1.37,3.06,500.04
B,12.92,2.54,2.84,23.33,88.2,1.76,1.9,1.03,2.68,6.06,1.08,4.13,671.34
B,13.68,2.11,3.09,24.47,85.69,2.09,2.29,1.24,1.88,4.45,0.95,4.17,527.96
B,13.34,1.92,2.65,23.08,93.35,1.39,2.65,0.82,1.85,4.67,1.14,3.91,648.76
B,12.73,2.21,2.56,23.5,84.86,1.93,2.68,0.63,1.66,5.65,1.79,3.79,605.31
B,13.41,2.3,2.91,22.97,85.07,1.57,2.12,1.01,1.96,4.81,1.73,4.35,559.35
B,13.09,2.25,2.63,22.6,90.76,2.22,2.49,1.37,2.9,5.55,1.86,3.01,649.06
B,13.44,2.44,3.07,24.89,89.28,2.19,3.57,1.16,2.41,4.96,1.45,4.05,679.11
B,12.73,2.66,3.02,23.11,89.45,2.11,2.1,0.9,2.95,6.2,1.47,4.34,520.36
B,12.89,1.51,2.41,21.87,93.19,2.37,3.41,1.29,3.93,5.48,1.78,3.65,351.68
B,12.3,1.73,2.29,19.73,95.22,2.94,2.07,0.41,2.77,3,1.52,4.2,379.59
B,12.91,1.6,2.88,21.41,96.56,2.49,2.05,1.36,2.28,4.22,0.94,4.12,366.97
B,12.73,1.69,2.3,19.96,100.12,3,3.09,0.77,3.82,3.94,1.71,4,435.27
B,12.99,1.43,2.62,19.84,97.27,3.26,3.07,1.06,3.36,3.07,1.5,3.51,326.93
B,12.63,1.83,2.92,21.55,95.87,2.4,3.11,0.64,2.97,4.34,1.29,3.18,371.99
B,12.91,2.03,2.48,20.65,94.14,2.44,3.09,0.45,3.42,5.69,1.56,4.04,376.73
B,12.3,1.92,2.25,21.76,95.41,2.91,3.39,0.86,3.7,2.95,1.63,4.84,398.02
B,12.57,1.57,2.03,20.61,101.77,2.82,2.67,0.75,2.96,4.81,1.33,5.01,390.05
B,12.68,1.34,2.53,21.75,98.53,2.43,3.13,0.41,2.11,4.65,1.32,4.98,409.19
B,13.09,1.99,2.56,19.66,99.06,2.9,3.24,1.11,2.48,4.16,1.72,4.97,460.6
B,12.69,1.5,2.81,21.57,95.35,3.07,2.48,0.68,2.85,5.69,0.94,3.31,510.05
B,12.72,2.06,2.6,20.73,93.54,2.7,3.7,0.85,3.77,3.61,1.72,3.13,403.63
B,12.64,2.28,2.06,21.16,99.64,2.98,3.34,0.87,3.21,2.95,1.55,3.48,477.41
B,12.54,1.88,2.49,20.13,92.23,2.73,2.32,0.93,2.21,2.86,1.35,4.48,321.74
B,12.98,1.36,2.09,20.99,92.25,2.49,2.55,0.86,3.17,5.27,1.04,4.52,392.58
B,12.82,1.72,2.41,20.98,98.2,2.51,2.85,0.74,2.3,5,1.56,3.05,321.34
B,12.58,1.91,2.66,20.89,99.51,2.54,3.98,0.85,3.33,3.89,1.25,4.5,413.54
B,13.21,1.84,2.66,20.9,99.68,3.33,2.18,0.65,3.41,5.05,1.12,3.9,432.1
B,12.48,1.76,2.51,21.98,94.22,2.84,2.45,0.89,3.23,2.89,1.72,3.67,499.22
B,12.33,1.61,3.43,22.4,98.79,3.73,3.58,0.49,2.92,4.01,1.3,4.37,705.36
B,12.29,1.76,2.93,22.84,94.54,2.92,4.35,0.67,3.94,4.32,1.72,4.32,808.22
B,12,1.59,3.62,20.08,102.51,2.92,3.43,0.31,4.05,3.62,1.31,4.17,838.08
B,12.48,1.51,3.38,22.88,94.28,3.44,4.88,0.43,3.46,3.37,1.25,3.58,688.11
B,12.15,2.16,3.26,22.39,95.29,3.69,3.45,1.09,3.49,5.63,1.02,3.4,842.81
B,11.7,2.02,3.1,21.5,100.44,3.37,4.27,1.09,3.04,4.86,1.58,3.45,728.86
B,11.86,2.11,3.69,21.25,101.95,2.76,4.57,1.24,2.81,4.24,1.18,3.45,802.95
B,11.97,1.47,3.45,21.73,97.37,3.59,3.02,0.53,2.68,5.6,1.39,3.28,861.64
B,11.63,2.01,2.88,20,96.98,3.14,3.78,0.38,2.76,4.06,1.34,4.53,700.26
B,11.8,1.41,2.94,20.76,98.68,3.54,3.09,1.08,3.6,5.29,1.72,5.12,823.02
B,12.27,2.29,2.76,21.53,102.34,3.4,4.37,0.68,3.97,3.4,1.13,4.36,759.82
B,12.31,1.69,3.51,20.76,103.39,2.8,4.55,0.38,3.17,4.77,1.79,4.37,799.14
B,12.13,2.07,3.41,20.11,95.98,3.55,4.53,0.88,2.69,3.64,1.15,3.84,803.59
B,12.32,1.82,3.22,20.37,96.93,2.78,4.07,0.41,3.3,4.01,1.19,4.26,798.13
B,12.05,1.45,3.34,20.43,103.77,3.44,3.1,0.75,4.25,3.7,1.31,4.89,795.31
B,11.75,1.66,3.04,21.1,101.8,2.99,4.12,0.66,3.77,5.59,1,4.73,703.91
B,12.12,2.1,3.57,21.33,96.13,2.99,4.68,0.73,3.42,4.39,1.87,4.75,733.59
B,12.53,1.96,3.12,21.97,101.05,3.61,3.99,0.73,4.09,3.75,1.95,3.96,769.1
B,11.65,2.28,3.34,20.12,98.02,3.19,3.79,0.57,2.61,4.31,1.63,4.97,768.01
B,11.81,1.4,3.51,20.75,103.19,3.6,3.06,0.98,4.34,3.29,1.81,4,753.76
B,11.48,4.54,2.43,21.08,108.39,3.27,2.72,0.95,4.52,5.25,1.71,3.73,584.98
B,12.31,4.22,1.97,21.06,110.08,3.79,3.29,0.38,4.37,4.45,1.56,4.11,592.15
B,12.14,3.99,2.12,20.5,107.07,3.51,3.55,0.66,4.14,4.92,1.16,4.55,745.89
B,11.63,4.63,2.37,20.31,111.83,3.82,4.18,0.38,4.58,5.66,1.63,4.78,745.93
B,12.44,3.93,2.21,22.38,108.92,3.29,3.64,0.63,4.25,5.24,0.96,4.64,625.2
B,12.31,4.08,1.98,21.55,110.11,3.61,4.09,0.48,5.28,5.26,0.92,4.19,642.98
B,11.54,4.12,2.3,19.77,107.02,3.32,2.7,1.15,3.78,5.68,1.65,4.08,578.57
B,11.48,4.65,2.08,20.43,107.17,3.93,4.03,0.79,4.44,3.7,1.31,3.89,698.34
B,11.84,3.91,2.75,21.2,111,3.88,2.78,1.23,5.5,4.03,1.34,3.49,634.02
B,12.07,4.13,2.36,21.88,112.41,3.35,3.41,1.14,4.15,5.39,0.9,4.78,663.1
B,12.13,4.51,2.75,22.09,116.53,3.69,2.65,0.69,4.21,3.32,1.55,3.37,564.05
B,12.05,4.4,2.32,20.74,107.44,3.46,4.38,1.22,4.75,4.71,0.8,4.17,723.57
B,12.28,4.56,2.73,21.51,111.58,4.12,2.59,0.7,4.38,4.66,1.07,3.79,670.48
B,11.72,4.44,1.99,22.02,116.04,3.89,3.9,0.77,4.37,5.87,1.19,3.9,568.3
B,12.27,4.64,2.15,20.71,114.79,3.69,3.91,1.21,4.83,4.38,1.23,4.47,648.48
B,12.44,4.39,2.57,21.06,111.05,4.01,2.63,0.74,4.32,5.25,1.62,4.4,717.33
